genome	species	representative	genome_is_representative	fasta_path	database
SRR2240727.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR2240727.sbin.1.fa	VMGC
MG526.sbin.14	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG526.sbin.14.fa	VMGC
ERR10897969.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897969.mbin.1.fa	VMGC
MG1131.mbin.15	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1131.mbin.15.fa	VMGC
MG596.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG596.mbin.2.fa	VMGC
SAMN00083690.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00083690.mbin.2.fa	VMGC
MG446.mbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG446.mbin.2.fa	VMGC
MG1160.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1160.mbin.1.fa	VMGC
ERR10898212.sbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898212.sbin.3.fa	VMGC
SRR17635504.mbin.13	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635504.mbin.13.fa	VMGC
SRR10258572.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR10258572.mbin.2.fa	VMGC
ERR10898194.mbin.8	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898194.mbin.8.fa	VMGC
MG52.mbin.8	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG52.mbin.8.fa	VMGC
PV40.sbin.3	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/PV40.sbin.3.fa	VMGC
SRR12018956.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018956.mbin.1.fa	VMGC
MG931.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG931.sbin.1.fa	VMGC
MG57.mbin.22	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG57.mbin.22.fa	VMGC
MG1135.mbin.6	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1135.mbin.6.fa	VMGC
SRR12830912.sbin.6	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830912.sbin.6.fa	VMGC
MG707.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG707.sbin.2.fa	VMGC
MG1038.sbin.43	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1038.sbin.43.fa	VMGC
SRR12018947.sbin.4	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018947.sbin.4.fa	VMGC
ERR10898049.sbin.7	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898049.sbin.7.fa	VMGC
MG851.mbin.10	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG851.mbin.10.fa	VMGC
SAMN00148560.sbin.3	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00148560.sbin.3.fa	VMGC
MG1105.mbin.14	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1105.mbin.14.fa	VMGC
SAMN00035683.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00035683.mbin.2.fa	VMGC
SRR1951760.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR1951760.mbin.2.fa	VMGC
SRR21425797.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21425797.mbin.2.fa	VMGC
SRR6747985.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6747985.sbin.2.fa	VMGC
MG1175.mbin.16	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1175.mbin.16.fa	VMGC
MG1231.mbin.5	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1231.mbin.5.fa	VMGC
ERR10897872.mbin.3	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897872.mbin.3.fa	VMGC
MG974.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG974.mbin.3.fa	VMGC
SAMN00141718.sbin.4	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00141718.sbin.4.fa	VMGC
SRR17635752.sbin.4	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635752.sbin.4.fa	VMGC
SRR13167533.sbin.18	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13167533.sbin.18.fa	VMGC
ERR10898107.mbin.3	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898107.mbin.3.fa	VMGC
MG328.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG328.mbin.1.fa	VMGC
MG1377.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1377.sbin.2.fa	VMGC
MG1272.mbin.29	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1272.mbin.29.fa	VMGC
ERR10898059.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898059.sbin.2.fa	VMGC
SAMN00064911.sbin.1	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00064911.sbin.1.fa	VMGC
MG565.sbin.1	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG565.sbin.1.fa	VMGC
SRR17635712.mbin.9	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635712.mbin.9.fa	VMGC
MG823.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG823.mbin.2.fa	VMGC
SAMN00142813.mbin.3	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00142813.mbin.3.fa	VMGC
MG1372.mbin.2	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1372.mbin.2.fa	VMGC
ERR10897708.sbin.4	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897708.sbin.4.fa	VMGC
MG92.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG92.sbin.1.fa	VMGC
SRR12018834.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018834.sbin.1.fa	VMGC
MG1252.mbin.24	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1252.mbin.24.fa	VMGC
ERR3500872.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR3500872.mbin.1.fa	VMGC
SRR13900347.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13900347.sbin.1.fa	VMGC
SAMN00035712.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00035712.mbin.2.fa	VMGC
SRR11749284.mbin.4	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR11749284.mbin.4.fa	VMGC
SRR10258547.mbin.4	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR10258547.mbin.4.fa	VMGC
ERR10897777.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897777.sbin.2.fa	VMGC
SRR17635501.mbin.6	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635501.mbin.6.fa	VMGC
SRR16471063.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471063.mbin.2.fa	VMGC
ERR2244550.sbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR2244550.sbin.3.fa	VMGC
SRR13694829.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13694829.mbin.2.fa	VMGC
SRR16471079.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471079.sbin.2.fa	VMGC
ERR10898075.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898075.mbin.2.fa	VMGC
SAMN00100041.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00100041.mbin.1.fa	VMGC
SRR6747998.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6747998.sbin.1.fa	VMGC
SRR6748016.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6748016.mbin.1.fa	VMGC
ERR10897757.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897757.sbin.2.fa	VMGC
SRR13167693.sbin.7	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13167693.sbin.7.fa	VMGC
MG1513.mbin.2	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1513.mbin.2.fa	VMGC
SRR12018928.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018928.mbin.3.fa	VMGC
SRR6748012.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6748012.mbin.1.fa	VMGC
MG4.sbin.5	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG4.sbin.5.fa	VMGC
ERR10897856.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897856.sbin.2.fa	VMGC
SRR12830928.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830928.mbin.3.fa	VMGC
ERR10898180.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898180.sbin.2.fa	VMGC
MG191.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG191.mbin.3.fa	VMGC
ERR10897609.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897609.sbin.1.fa	VMGC
ERR2244563.sbin.8	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR2244563.sbin.8.fa	VMGC
SRR17284235.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17284235.mbin.1.fa	VMGC
MG845.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG845.mbin.1.fa	VMGC
ERR10898021.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898021.mbin.1.fa	VMGC
MG1323.mbin.14	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1323.mbin.14.fa	VMGC
SRR17635734.sbin.13	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635734.sbin.13.fa	VMGC
MG219.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG219.mbin.2.fa	VMGC
ERR3500822.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR3500822.mbin.1.fa	VMGC
SRR16470975.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16470975.mbin.2.fa	VMGC
SRR16471023.sbin.7	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471023.sbin.7.fa	VMGC
SRR17635701.mbin.9	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635701.mbin.9.fa	VMGC
SRR12018901.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018901.mbin.2.fa	VMGC
PV34.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/PV34.mbin.2.fa	VMGC
ERR10898238.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898238.sbin.2.fa	VMGC
MG734.mbin.19	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG734.mbin.19.fa	VMGC
SRR1952554.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR1952554.sbin.2.fa	VMGC
ERR10897680.sbin.17	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897680.sbin.17.fa	VMGC
MG567.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG567.mbin.2.fa	VMGC
SRR17635669.mbin.8	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635669.mbin.8.fa	VMGC
MG1326.sbin.24	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1326.sbin.24.fa	VMGC
ERR10897638.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897638.mbin.2.fa	VMGC
SRR5273908.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR5273908.mbin.1.fa	VMGC
MG436.sbin.5	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG436.sbin.5.fa	VMGC
ERR10897583.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897583.sbin.2.fa	VMGC
SRR13694844.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13694844.mbin.2.fa	VMGC
ERR10898049.sbin.13	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898049.sbin.13.fa	VMGC
P10709365.sbin.8	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709365.sbin.8.fa	VMGC
SRR11749270.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR11749270.mbin.1.fa	VMGC
ERR10898051.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898051.mbin.2.fa	VMGC
MG1147.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1147.sbin.2.fa	VMGC
P10709972.sbin.5	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709972.sbin.5.fa	VMGC
SRR17635607.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635607.mbin.2.fa	VMGC
ERR10897985.sbin.3	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897985.sbin.3.fa	VMGC
MG1222.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1222.mbin.2.fa	VMGC
SRR17635609.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635609.sbin.1.fa	VMGC
P10708995.sbin.3	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10708995.sbin.3.fa	VMGC
ERR10898169.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898169.sbin.1.fa	VMGC
SRR21425790.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21425790.mbin.2.fa	VMGC
ERR10897911.mbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897911.mbin.1.fa	VMGC
P10709436.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709436.sbin.1.fa	VMGC
SAMN00086150.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00086150.sbin.2.fa	VMGC
P10709631.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709631.mbin.2.fa	VMGC
MG1163.mbin.16	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1163.mbin.16.fa	VMGC
P10709731.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709731.sbin.1.fa	VMGC
SRR17635557.mbin.1	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635557.mbin.1.fa	VMGC
MG387.sbin.13	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG387.sbin.13.fa	VMGC
MG698.mbin.10	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG698.mbin.10.fa	VMGC
P10710015.sbin.9	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710015.sbin.9.fa	VMGC
SRR6748211.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6748211.sbin.1.fa	VMGC
ERR10898281.mbin.3	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898281.mbin.3.fa	VMGC
SRR16471072.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471072.sbin.1.fa	VMGC
MG221.sbin.12	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG221.sbin.12.fa	VMGC
ERR10897692.sbin.3	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897692.sbin.3.fa	VMGC
MG53.sbin.8	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG53.sbin.8.fa	VMGC
SRR21425777.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21425777.mbin.3.fa	VMGC
ERR10897745.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897745.sbin.1.fa	VMGC
SRR12018871.mbin.1	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018871.mbin.1.fa	VMGC
SRR17635532.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635532.sbin.2.fa	VMGC
SRR17635730.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635730.sbin.1.fa	VMGC
MG1290.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1290.sbin.2.fa	VMGC
MG1172.sbin.6	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1172.sbin.6.fa	VMGC
P10709399.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709399.sbin.1.fa	VMGC
SRR16916857.sbin.9	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916857.sbin.9.fa	VMGC
SRR6748016.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6748016.sbin.2.fa	VMGC
