genome,species,SGB,species_name,Quality_score,Genome_quality,VMGC_representative,genome_is_VMGC_representative,representative,genome_is_representative
ERR4705294.sbin.7,619501,SGB002,Fannyhessea vaginae,65.94,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG534.mbin.9,927036,SGB016,Bifidobacterium vaginale_A,65.94,medium-quality,MG554.mbin.9,0,MG554.mbin.9,0
ERR10897946.sbin.1,129724,SGB060,Enterococcus faecalis,65.94,medium-quality,GCF_000148305.1,0,GCF_000148305.1,0
SRR17635468.sbin.2,126681,SGB028,Bifidobacterium vaginale_H,65.94,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG1057.mbin.5,900875,SGB025,Prevotella bivia,65.93,medium-quality,MG238.mbin.3,0,MG238.mbin.3,0
MG654.mbin.14,667712,SGB012,Dialister sp001553355,65.93,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
SRR17635472.sbin.21,856531,SGB067,Sodaliphilus_unknown,65.93,medium-quality,MG222.mbin.12,0,MG222.mbin.12,0
MG509.sbin.4,571325,SGB018,Lactobacillus jensenii,65.92,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR12018878.mbin.2,123406,SGB010,UBA629 sp005465875 (BVAB1),65.92,medium-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG316.mbin.11,271650,SGB042,Bifidobacterium_unknown,65.91,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
SRR16916891.mbin.9,462889,SGB055,Mobiluncus curtisii,65.91,medium-quality,GCF_000196535.1,0,GCF_000196535.1,0
SRR13167621.mbin.1,240891,SGB001,Lactobacillus iners,65.9,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR17635605.mbin.15,927036,SGB016,Bifidobacterium vaginale_A,65.9,medium-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG918.mbin.25,781098,SGB041,Bifidobacterium vaginale_F,65.9,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG519.mbin.34,379267,SGB015,Fannyhessea_unknown,65.89,medium-quality,MG918.mbin.24,0,MG410.sbin.17,0
SRR16916863.mbin.9,367459,SGB005,Bifidobacterium swidsinskii,65.88,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG167.mbin.15,198418,SGB008,Berryella sp001552935,65.88,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG570.mbin.10,198418,SGB008,Berryella sp001552935,65.88,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
SRR16916876.mbin.17,271650,SGB042,Bifidobacterium_unknown,65.87,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
SRR13167713.mbin.9,988598,SGB006,Lactobacillus crispatus,65.86,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG76.mbin.4,783244,SGB004,Bifidobacterium vaginale,65.86,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
SRR13167713.mbin.2,783244,SGB004,Bifidobacterium vaginale,65.86,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG317.mbin.5,204857,SGB049,Anaerococcus tetradius,65.86,medium-quality,SRR12830911.sbin.35,0,SRR12830911.sbin.35,0
MG841.sbin.1,145599,SGB130,Pauljensenia turicensis,65.86,medium-quality,SRR17635707.mbin.53,0,SRR17635707.mbin.53,0
MG1077.mbin.23,988627,SGB011,Sneathia vaginalis,65.86,medium-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG352.mbin.18,271650,SGB146,Bifidobacterium_unknown,65.86,medium-quality,MG217.sbin.4,0,MG136.mbin.6,0
MG1104.mbin.3,619501,SGB002,Fannyhessea vaginae,65.85,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG144.mbin.16,665829,SGB034,Mageeibacillus indolicus (BVAB3),65.85,medium-quality,GCF_000025225.2,0,GCF_000025225.2,0
MG942.mbin.8,207192,SGB032,Bifidobacterium vaginale_D,65.84,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
SRR13167641.mbin.1,126681,SGB028,Bifidobacterium vaginale_H,65.82,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SRR17284204.mbin.4,240891,SGB001,Lactobacillus iners,65.81,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR17635565.sbin.2,988598,SGB006,Lactobacillus crispatus,65.81,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG1247.mbin.28,781098,SGB041,Bifidobacterium vaginale_F,65.81,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR17635649.mbin.22,580401,SGB236,Ezakiella_unknown,65.81,medium-quality,MG1043.mbin.6,0,MG1043.mbin.6,0
P10710167.mbin.8,697982,SGB646,Faecalibacterium sp900539945,65.79,medium-quality,P10710167.mbin.8,1,P10710167.mbin.8,1
MG1171.mbin.6,367459,SGB005,Bifidobacterium swidsinskii,65.79,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG287.mbin.5,379267,SGB015,Fannyhessea_unknown,65.79,medium-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG924.mbin.9,781098,SGB041,Bifidobacterium vaginale_F,65.79,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR19237617.mbin.3,559158,SGB077,Limosilactobacillus portuensis,65.79,medium-quality,SRR17635796.mbin.2,0,SRR17635796.mbin.2,0
MG537.mbin.11,309208,SGB051,Peptoniphilus_A vaginalis,65.79,medium-quality,GCF_900176605.1,0,GCF_900176605.1,0
MG715.mbin.8,367459,SGB005,Bifidobacterium swidsinskii,65.78,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR13167697.mbin.3,783244,SGB004,Bifidobacterium vaginale,65.78,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
SRR17635467.mbin.15,198418,SGB008,Berryella sp001552935,65.78,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG1104.mbin.14,567022,SGB009,Amygdalobacter indicium (BVAB2),65.77,medium-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1080.mbin.17,289565,SGB242,Bifidobacterium adolescentis,65.76,medium-quality,MG1080.mbin.17,1,MG1080.mbin.17,1
SRR12018812.mbin.2,240891,SGB019,Lactobacillus iners,65.76,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
SRR17635679.mbin.17,988627,SGB011,Sneathia vaginalis,65.76,medium-quality,MG222.mbin.16,0,MG222.mbin.16,0
P10710111.mbin.1,240891,SGB001,Lactobacillus iners,65.75,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG534.mbin.17,126681,SGB028,Bifidobacterium vaginale_H,65.75,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG1263.mbin.35,448856,SGB062,Stomatobaculum sp002892395,65.75,medium-quality,GCF_002892395.1,0,GCF_002892395.1,0
MG594.mbin.13,271650,SGB042,Bifidobacterium_unknown,65.75,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG94.sbin.8,856589,SGB027,Fannyhessea massiliensis,65.74,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG57.mbin.12,367459,SGB005,Bifidobacterium swidsinskii,65.73,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR12018777.mbin.1,240891,SGB001,Lactobacillus iners,65.72,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG343.mbin.2,571325,SGB018,Lactobacillus jensenii,65.72,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
ERR10897754.mbin.2,499721,SGB040,Lactobacillus mulieris,65.72,medium-quality,GCF_000159335.1,0,GCF_000159335.1,0
ERR10897906.mbin.3,679715,SGB094,Staphylococcus epidermidis,65.71,medium-quality,GCF_001809495.1,0,GCF_001809495.1,0
SRR16916888.mbin.1,595185,SGB026,Bifidobacterium piotii,65.7,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
SRR12830920.sbin.6,829633,SGB003,Megasphaera lornae,65.7,medium-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG168.mbin.7,126681,SGB028,Bifidobacterium vaginale_H,65.69,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SRR17635647.mbin.15,462889,SGB055,Mobiluncus curtisii,65.69,medium-quality,GCF_000196535.1,0,GCF_000196535.1,0
MG481.sbin.11,696853,SGB020,Bifidobacterium vaginale_C,65.67,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
MG1134.mbin.3,595185,SGB026,Bifidobacterium piotii,65.67,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
MG654.sbin.11,474121,SGB052,Porphyromonas uenonis_A,65.67,medium-quality,GCF_000174775.1,0,GCF_000174775.1,0
MG514.mbin.10,367459,SGB005,Bifidobacterium swidsinskii,65.66,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR13167572.sbin.5,571325,SGB018,Lactobacillus jensenii,65.66,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR17635694.mbin.15,595185,SGB026,Bifidobacterium piotii,65.66,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
P10709843.mbin.3,240891,SGB001,Lactobacillus iners,65.65,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1233.mbin.12,941235,SGB014,Prevotella timonensis_A,65.65,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG846.mbin.54,781098,SGB041,Bifidobacterium vaginale_F,65.65,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR13167565.mbin.9,198418,SGB008,Berryella sp001552935,65.65,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
ERR10897925.sbin.23,913524,SGB449,JAAZPT01_unknown,65.63,medium-quality,ERR10897925.sbin.23,1,ERR10897925.sbin.23,1
MG525.mbin.2,571325,SGB018,Lactobacillus jensenii,65.63,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR17635756.mbin.1,899308,SGB057,Streptococcus anginosus,65.63,medium-quality,GCF_900096985.1,0,GCF_900096985.1,0
MG602.mbin.2,223646,SGB064,Lactobacillus paragasseri,65.62,medium-quality,GCF_900636895.1,0,GCF_019459585.1,0
SRR12830910.mbin.12,271650,SGB042,Bifidobacterium_unknown,65.62,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
P10710167.sbin.83,203835,SGB658,Faecousia sp003525905,65.61,medium-quality,P10710167.sbin.83,1,P10710167.sbin.83,1
ERR10898004.sbin.1,240891,SGB019,Lactobacillus iners,65.6,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
P10710111.mbin.2,976363,SGB069,Bifidobacterium leopoldii,65.6,medium-quality,SRR13167686.mbin.2,0,SRR13167686.mbin.2,0
PV52.mbin.1,619501,SGB002,Fannyhessea vaginae,65.59,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG307.mbin.9,207192,SGB032,Bifidobacterium vaginale_D,65.58,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG304.sbin.10,667712,SGB012,Dialister sp001553355,65.58,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
SAMN00039706.sbin.2,499721,SGB040,Lactobacillus mulieris,65.57,medium-quality,GCF_000159335.1,0,GCF_000159335.1,0
MG129.mbin.8,936138,SGB567,Cryptobacteroides_unknown,65.56,medium-quality,MG129.mbin.8,1,ERR10897925.mbin.61,0
MG1156.mbin.1,941235,SGB014,Prevotella timonensis_A,65.56,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1150.mbin.26,856589,SGB027,Fannyhessea massiliensis,65.56,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG310.mbin.6,921722,SGB017,Parvimonas sp001552895,65.56,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
SRR13167668.mbin.2,240891,SGB019,Lactobacillus iners,65.55,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
SRR17635683.mbin.8,136202,SGB079,Porphyromonas_unknown,65.55,medium-quality,MG996.mbin.23,0,P10709701.sbin.8,0
P10710167.mbin.25,187277,SGB351,Fimenecus sp000432435,65.54,medium-quality,P10710167.mbin.25,1,P10710167.mbin.25,1
MG1129.mbin.13,542611,SGB373,Finegoldia magna_H,65.54,medium-quality,MG1129.mbin.13,1,GCF_000179495.1,0
SRR17284159.mbin.2,367459,SGB005,Bifidobacterium swidsinskii,65.53,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
ERR10898171.sbin.1,988598,SGB039,Lactobacillus crispatus,65.53,medium-quality,GCF_019537355.1,0,GCF_000162255.1,0
SRR17635486.sbin.1,988598,SGB036,Lactobacillus crispatus,65.53,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
SRR17635465.mbin.67,935817,SGB369,Anaerococcus_unknown,65.53,medium-quality,MG495.sbin.4,0,SRR17635647.mbin.27,0
P10709993.sbin.18,226762,SGB029,Dialister micraerophilus,65.52,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
SRR17635654.mbin.4,524101,SGB043,Metamycoplasma hominis,65.52,medium-quality,P10708995.mbin.16,0,P10708995.mbin.16,0
MG1164.mbin.17,502327,SGB061,Prevotella sp000479005,65.52,medium-quality,GCF_000759265.1,0,GCF_000759265.1,0
MG1278.mbin.22,226762,SGB170,Dialister micraerophilus,65.52,medium-quality,MG95.sbin.9,0,GCF_000194985.1,0
MG154.mbin.14,921722,SGB192,Parvimonas sp001552895,65.52,medium-quality,MG33.mbin.15,0,MG61.mbin.16,0
MG1340.mbin.29,109652,SGB046,Berryella_unknown,65.51,medium-quality,MG160.sbin.29,0,MG160.sbin.29,0
MG206.mbin.31,696853,SGB020,Bifidobacterium vaginale_C,65.49,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
SRR6748192.mbin.5,845738,SGB071,Prevotella colorans,65.49,medium-quality,MG1050.mbin.7,0,MG1050.mbin.7,0
MG649.mbin.12,921722,SGB017,Parvimonas sp001552895,65.49,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG313.mbin.5,781098,SGB041,Bifidobacterium vaginale_F,65.48,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG1355.sbin.7,462889,SGB055,Mobiluncus curtisii,65.48,medium-quality,GCF_000196535.1,0,GCF_000196535.1,0
ERR3500819.mbin.2,941235,SGB014,Prevotella timonensis_A,65.47,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1163.mbin.29,595185,SGB026,Bifidobacterium piotii,65.47,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
MG380.mbin.8,674615,SGB090,Veillonella montpellierensis,65.47,medium-quality,SRR16470998.sbin.6,0,SRR16470998.sbin.6,0
MG295.mbin.34,482453,SGB183,Nanoperiomorbus_unknown,65.47,medium-quality,MG75.mbin.14,0,MG368.mbin.8,0
SRR16471055.sbin.13,895991,SGB363,Peptostreptococcus sp900759325,65.47,medium-quality,SAMN00088364.sbin.55,0,SAMN00088364.sbin.55,0
ERR10897907.sbin.1,240891,SGB019,Lactobacillus iners,65.46,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG134.mbin.3,619501,SGB002,Fannyhessea vaginae,65.46,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1411.mbin.2,571325,SGB018,Lactobacillus jensenii,65.46,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
MG1086.mbin.6,105986,SGB038,Nanoperiomorbus sp004136275,65.46,medium-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG407.mbin.17,595185,SGB044,Bifidobacterium piotii,65.45,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
MG649.mbin.17,665829,SGB034,Mageeibacillus indolicus (BVAB3),65.45,medium-quality,GCF_000025225.2,0,GCF_000025225.2,0
MG100.mbin.10,921722,SGB017,Parvimonas sp001552895,65.44,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
P10708861.sbin.8,667712,SGB070,Dialister sp001553355,65.43,medium-quality,GCF_001553355.1,0,MG666.mbin.6,0
MG619.mbin.14,126681,SGB028,Bifidobacterium vaginale_H,65.42,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SAMN00072339.mbin.2,571325,SGB018,Lactobacillus jensenii,65.41,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR16916864.mbin.8,697687,SGB126,Gemella asaccharolytica,65.41,medium-quality,SRR17635629.mbin.9,0,MG1038.mbin.15,0
MG436.mbin.3,240891,SGB001,Lactobacillus iners,65.4,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1369.mbin.6,367459,SGB005,Bifidobacterium swidsinskii,65.4,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG37.sbin.10,619501,SGB002,Fannyhessea vaginae,65.4,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR17635664.mbin.13,397962,SGB163,Porphyromonas_A sp001808555,65.4,medium-quality,ERR10897925.sbin.37,0,ERR10897925.sbin.37,0
SRR17635548.sbin.1,240891,SGB001,Lactobacillus iners,65.39,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1108.mbin.15,207192,SGB032,Bifidobacterium vaginale_D,65.39,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG591.sbin.1,861111,SGB033,Streptococcus agalactiae,65.39,medium-quality,GCF_001398875.1,0,GCF_001398875.1,0
SRR10258574.mbin.2,240891,SGB001,Lactobacillus iners,65.38,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR17635738.mbin.4,619501,SGB002,Fannyhessea vaginae,65.38,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG917.mbin.16,781098,SGB041,Bifidobacterium vaginale_F,65.38,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR17635682.mbin.16,367459,SGB005,Bifidobacterium swidsinskii,65.37,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1086.mbin.30,382359,SGB137,Prevotella sp000758925,65.37,medium-quality,MG1150.sbin.30,0,MG160.sbin.15,0
SRR17635580.mbin.15,477973,SGB437,Brevibacterium sp001815905,65.37,medium-quality,SRR17635709.sbin.26,0,SRR17635709.sbin.26,0
MG825.mbin.6,696853,SGB194,Bifidobacterium vaginale_C,65.36,medium-quality,MG825.mbin.6,1,ERR10897780.mbin.8,0
SRR16916860.sbin.15,226762,SGB029,Dialister micraerophilus,65.36,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
MG665.mbin.7,271650,SGB042,Bifidobacterium_unknown,65.36,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG1086.mbin.18,936138,SGB047,Cryptobacteroides_unknown,65.36,medium-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
SAMN00035962.mbin.2,988598,SGB006,Lactobacillus crispatus,65.34,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
SRR10258546.mbin.13,619501,SGB002,Fannyhessea vaginae,65.34,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG60.mbin.4,271650,SGB042,Bifidobacterium_unknown,65.34,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG1301.mbin.5,240891,SGB001,Lactobacillus iners,65.33,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG373.mbin.4,271650,SGB042,Bifidobacterium_unknown,65.33,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG119.mbin.3,738524,SGB066,Arcanobacterium_A sp000758825,65.33,medium-quality,P10708891.mbin.16,0,P10708891.mbin.16,0
SRR12018845.sbin.1,988598,SGB036,Lactobacillus crispatus,65.32,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
ERR4421554.sbin.1,988598,SGB036,Lactobacillus crispatus,65.31,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
SRR17635476.sbin.1,988598,SGB006,Lactobacillus crispatus,65.3,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
SRR16916863.mbin.22,921722,SGB017,Parvimonas sp001552895,65.3,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
SRR12018835.sbin.1,988598,SGB006,Lactobacillus crispatus,65.29,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG488.mbin.6,126681,SGB028,Bifidobacterium vaginale_H,65.29,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SRR16916855.mbin.3,781098,SGB041,Bifidobacterium vaginale_F,65.29,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG1169.mbin.15,198418,SGB008,Berryella sp001552935,65.29,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG86.mbin.7,667712,SGB012,Dialister sp001553355,65.27,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1185.mbin.7,271650,SGB083,Bifidobacterium_unknown,65.26,medium-quality,MG1044.mbin.13,0,MG136.mbin.6,0
SRR6748186.sbin.1,240891,SGB001,Lactobacillus iners,65.24,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR17635624.sbin.14,367459,SGB005,Bifidobacterium swidsinskii,65.24,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR6748171.mbin.1,595185,SGB026,Bifidobacterium piotii,65.24,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
MG1160.mbin.12,126681,SGB028,Bifidobacterium vaginale_H,65.24,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG1333.mbin.15,856589,SGB027,Fannyhessea massiliensis,65.22,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG1118.mbin.4,976363,SGB069,Bifidobacterium leopoldii,65.21,medium-quality,SRR13167686.mbin.2,0,SRR13167686.mbin.2,0
MG256.mbin.14,829633,SGB106,Megasphaera lornae,65.21,medium-quality,MG701.sbin.20,0,GCF_001553395.1,0
MG541.mbin.1,667712,SGB012,Dialister sp001553355,65.21,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG732.mbin.9,271650,SGB042,Bifidobacterium_unknown,65.21,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG521.sbin.10,667712,SGB012,Dialister sp001553355,65.2,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG375.mbin.7,367459,SGB005,Bifidobacterium swidsinskii,65.19,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR18765403.mbin.9,665829,SGB034,Mageeibacillus indolicus (BVAB3),65.19,medium-quality,GCF_000025225.2,0,GCF_000025225.2,0
SRR17635685.sbin.23,172892,SGB115,Prevotella corporis,65.19,medium-quality,GCF_001546595.1,0,GCF_001546595.1,0
MG907.mbin.3,781098,SGB041,Bifidobacterium vaginale_F,65.18,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG236.mbin.11,738524,SGB066,Arcanobacterium_A sp000758825,65.18,medium-quality,P10708891.mbin.16,0,P10708891.mbin.16,0
MG575.mbin.27,271650,SGB058,Bifidobacterium_unknown,65.18,medium-quality,MG258.mbin.14,0,MG136.mbin.6,0
SRR17635571.sbin.1,595185,SGB195,Bifidobacterium piotii,65.17,medium-quality,SRR12830915.mbin.8,0,SRR13167550.mbin.1,0
MG179.sbin.2,542621,SGB024,Aerococcus christensenii,65.17,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
MG233.sbin.13,137042,SGB588,CAG-508_unknown,65.16,medium-quality,MG233.sbin.13,1,SRR16916877.mbin.36,0
MG1070.mbin.19,941235,SGB014,Prevotella timonensis_A,65.16,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG291.mbin.13,367459,SGB005,Bifidobacterium swidsinskii,65.16,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG540.sbin.5,976363,SGB069,Bifidobacterium leopoldii,65.15,medium-quality,SRR13167686.mbin.2,0,SRR13167686.mbin.2,0
SRR13167604.mbin.5,667712,SGB012,Dialister sp001553355,65.15,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1272.mbin.16,198418,SGB008,Berryella sp001552935,65.14,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG81.mbin.14,667712,SGB012,Dialister sp001553355,65.14,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1157.mbin.45,791236,SGB080,Amygdalobacter nucleatus,65.14,medium-quality,GCF_001552885.1,0,GCF_001552885.1,0
MG1215.mbin.21,667712,SGB012,Dialister sp001553355,65.13,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG154.mbin.9,226762,SGB029,Dialister micraerophilus,65.13,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
ERR10898088.sbin.1,571325,SGB018,Lactobacillus jensenii,65.12,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
MG128.mbin.29,240891,SGB001,Lactobacillus iners,65.1,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG859.sbin.1,988598,SGB006,Lactobacillus crispatus,65.09,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG247.mbin.6,367459,SGB005,Bifidobacterium swidsinskii,65.09,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR17635680.mbin.27,783244,SGB004,Bifidobacterium vaginale,65.09,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG40.mbin.11,207192,SGB032,Bifidobacterium vaginale_D,65.09,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG279.mbin.4,379267,SGB285,Fannyhessea_unknown,65.08,medium-quality,MG279.mbin.4,1,MG410.sbin.17,0
MG233.mbin.24,941235,SGB014,Prevotella timonensis_A,65.07,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1273.mbin.8,367459,SGB005,Bifidobacterium swidsinskii,65.07,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1404.mbin.1,611554,SGB031,Lactobacillus gasseri,65.07,medium-quality,GCF_000439915.2,0,GCF_000439915.2,0
MG1150.mbin.11,271650,SGB083,Bifidobacterium_unknown,65.07,medium-quality,MG1044.mbin.13,0,MG136.mbin.6,0
MG1233.mbin.3,696853,SGB020,Bifidobacterium vaginale_C,65.06,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
ERR10897578.sbin.4,223646,SGB089,Lactobacillus paragasseri,65.06,medium-quality,GCF_019459585.1,0,GCF_019459585.1,0
SRR17635738.mbin.7,271650,SGB042,Bifidobacterium_unknown,65.06,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG1255.sbin.2,829633,SGB003,Megasphaera lornae,65.05,medium-quality,GCF_001553395.1,0,GCF_001553395.1,0
MG977.mbin.9,207192,SGB032,Bifidobacterium vaginale_D,65.05,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG586.mbin.13,665829,SGB034,Mageeibacillus indolicus (BVAB3),65.05,medium-quality,GCF_000025225.2,0,GCF_000025225.2,0
SRR13694829.sbin.5,409906,SGB707,Anaeroglobus geminatus,65.04,medium-quality,SRR13694829.sbin.5,1,SRR13694829.sbin.5,1
SRR10258556.mbin.4,499721,SGB040,Lactobacillus mulieris,65.04,medium-quality,GCF_000159335.1,0,GCF_000159335.1,0
P10710015.mbin.12,581434,SGB125,Sneathia sanguinegens,65.03,medium-quality,P10709696.mbin.14,0,SRR17635677.sbin.16,0
MG1054.mbin.8,207192,SGB032,Bifidobacterium vaginale_D,65.02,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
PV52.mbin.2,783244,SGB056,Bifidobacterium vaginale,65.02,medium-quality,MG177.mbin.7,0,ERR10897722.mbin.1,0
