genome	species	representative	genome_is_representative	fasta_path
MG31.mbin.4	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG31.mbin.4.fa
MG30.sbin.5	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG30.sbin.5.fa
P10709417.mbin.27	136202	P10709701.sbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709417.mbin.27.fa
SRR12830918.mbin.12	271650	MG136.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830918.mbin.12.fa
MG948.mbin.2	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG948.mbin.2.fa
SRR17635612.mbin.42	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635612.mbin.42.fa
MG1207.mbin.20	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1207.mbin.20.fa
MG1258.mbin.28	856589	GCF_000179715.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1258.mbin.28.fa
SRR16916849.mbin.17	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916849.mbin.17.fa
SRR17635619.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635619.mbin.3.fa
MG316.mbin.5	126681	MG649.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG316.mbin.5.fa
SRR16471055.sbin.23	567317	MG665.mbin.33	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471055.sbin.23.fa
P10710051.mbin.6	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710051.mbin.6.fa
ERR10898134.mbin.5	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898134.mbin.5.fa
MG1326.mbin.16	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1326.mbin.16.fa
SRR17635719.mbin.10	109652	MG160.sbin.29	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635719.mbin.10.fa
SRR13167524.mbin.2	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13167524.mbin.2.fa
ERR10898067.mbin.3	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898067.mbin.3.fa
MG259.mbin.19	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG259.mbin.19.fa
SAMN00087199.mbin.6	105986	MG42.mbin.28	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00087199.mbin.6.fa
MG1061.mbin.14	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1061.mbin.14.fa
SRR16916877.sbin.17	534439	ERR10897925.mbin.54	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916877.sbin.17.fa
SRR18765408.mbin.3	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR18765408.mbin.3.fa
MG1275.sbin.8	978264	GCF_000758765.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1275.sbin.8.fa
SRR17635629.mbin.14	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635629.mbin.14.fa
ERR10898228.mbin.13	332460	GCF_000179675.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898228.mbin.13.fa
MG1158.sbin.5	105986	MG42.mbin.28	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1158.sbin.5.fa
ERR10897696.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897696.sbin.1.fa
ERR10897891.sbin.2	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897891.sbin.2.fa
MG430.mbin.7	998576	GCF_001546455.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG430.mbin.7.fa
MG591.mbin.11	828813	SRR10258545.sbin.18	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG591.mbin.11.fa
ERR10898302.mbin.1	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898302.mbin.1.fa
MG851.mbin.5	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG851.mbin.5.fa
SRR17635807.mbin.32	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635807.mbin.32.fa
MG1280.mbin.11	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1280.mbin.11.fa
MG194.mbin.1	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG194.mbin.1.fa
SRR17635502.mbin.17	334037	SRR17635788.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635502.mbin.17.fa
SRR17635580.mbin.23	334037	SRR17635788.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635580.mbin.23.fa
MG1150.mbin.25	126681	MG649.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1150.mbin.25.fa
MG58.mbin.7	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG58.mbin.7.fa
MG482.mbin.3	679715	GCF_001809495.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG482.mbin.3.fa
MG1030.mbin.16	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1030.mbin.16.fa
MG477.mbin.7	332460	GCF_000179675.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG477.mbin.7.fa
SRR16916863.mbin.23	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916863.mbin.23.fa
SRR17635796.mbin.4	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635796.mbin.4.fa
MG1209.sbin.3	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1209.sbin.3.fa
MG515.mbin.12	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG515.mbin.12.fa
MG1335.mbin.15	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1335.mbin.15.fa
MG1069.mbin.17	781098	GCF_002896555.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1069.mbin.17.fa
SRR17635597.mbin.12	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635597.mbin.12.fa
SAMN00095161.sbin.10	141038	SAMN00095161.sbin.10	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00095161.sbin.10.fa
MG332.mbin.1	861111	GCF_001398875.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG332.mbin.1.fa
MG556.mbin.7	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG556.mbin.7.fa
SRR16916868.sbin.30	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916868.sbin.30.fa
MG1314.sbin.1	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1314.sbin.1.fa
MG291.mbin.5	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG291.mbin.5.fa
SRR17635482.sbin.5	970355	GCF_000411175.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635482.sbin.5.fa
P10709120.mbin.12	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709120.mbin.12.fa
MG846.sbin.45	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG846.sbin.45.fa
MG1108.sbin.9	580401	MG1043.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1108.sbin.9.fa
ERR10897721.mbin.13	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897721.mbin.13.fa
MG1135.mbin.5	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1135.mbin.5.fa
MG1244.mbin.3	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1244.mbin.3.fa
SRR17635680.mbin.14	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635680.mbin.14.fa
MG361.mbin.5	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG361.mbin.5.fa
MG703.mbin.16	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG703.mbin.16.fa
MG87.mbin.22	271650	MG136.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG87.mbin.22.fa
MG1198.mbin.15	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1198.mbin.15.fa
P10709184.sbin.14	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709184.sbin.14.fa
SRR12018949.mbin.2	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018949.mbin.2.fa
MG402.sbin.8	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG402.sbin.8.fa
SRR16916877.mbin.12	226762	GCF_000194985.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916877.mbin.12.fa
P10709104.mbin.6	502327	GCF_000759265.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709104.mbin.6.fa
MG128.mbin.28	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG128.mbin.28.fa
SRR17635794.mbin.2	900875	MG238.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635794.mbin.2.fa
MG52.mbin.9	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG52.mbin.9.fa
MG1214.mbin.15	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1214.mbin.15.fa
MG716.mbin.1	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG716.mbin.1.fa
MG1218.mbin.5	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1218.mbin.5.fa
SRR17635739.mbin.17	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635739.mbin.17.fa
SAMN00069399.sbin.2	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00069399.sbin.2.fa
MG1071.mbin.3	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1071.mbin.3.fa
MG214.mbin.28	126681	MG649.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG214.mbin.28.fa
MG411.mbin.1	781098	GCF_002896555.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG411.mbin.1.fa
SRR17635717.mbin.35	404385	SRR17635580.mbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635717.mbin.35.fa
MG330.mbin.2	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG330.mbin.2.fa
SRR17635674.mbin.13	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635674.mbin.13.fa
SRR16916877.mbin.24	294936	SRR6748212.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916877.mbin.24.fa
MG361.mbin.20	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG361.mbin.20.fa
MG19.mbin.6	482453	MG368.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG19.mbin.6.fa
MG1023.mbin.38	697687	MG1038.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1023.mbin.38.fa
SRR17635715.mbin.12	482453	MG368.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635715.mbin.12.fa
MG593.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG593.mbin.2.fa
MG1498.mbin.2	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1498.mbin.2.fa
SRR12830920.mbin.3	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830920.mbin.3.fa
MG1266.mbin.18	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1266.mbin.18.fa
SRR17635682.mbin.17	226762	GCF_000194985.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635682.mbin.17.fa
MG947.sbin.3	499721	GCF_000159335.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG947.sbin.3.fa
MG124.mbin.10	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG124.mbin.10.fa
MG182.mbin.17	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG182.mbin.17.fa
ERR10898289.mbin.3	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898289.mbin.3.fa
MG86.mbin.2	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG86.mbin.2.fa
MG1066.mbin.10	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1066.mbin.10.fa
P10709581.mbin.3	226762	GCF_000194985.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709581.mbin.3.fa
SRR17635697.mbin.26	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635697.mbin.26.fa
MG1363.sbin.13	502327	GCF_000759265.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1363.sbin.13.fa
SRR17635525.mbin.11	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635525.mbin.11.fa
MG193.mbin.3	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG193.mbin.3.fa
MG1227.mbin.2	978264	GCF_000758765.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1227.mbin.2.fa
MG5.mbin.10	781098	GCF_002896555.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG5.mbin.10.fa
MG1328.mbin.9	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1328.mbin.9.fa
SRR6748011.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6748011.sbin.1.fa
MG977.mbin.2	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG977.mbin.2.fa
MG1500.mbin.11	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1500.mbin.11.fa
MG1103.mbin.9	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1103.mbin.9.fa
ERR10897646.mbin.5	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897646.mbin.5.fa
ERR10897925.mbin.28	294936	SRR6748212.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897925.mbin.28.fa
SRR16916860.mbin.43	674615	SRR16470998.sbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916860.mbin.43.fa
ERR10898049.mbin.4	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898049.mbin.4.fa
MG137.mbin.4	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG137.mbin.4.fa
MG1325.mbin.25	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1325.mbin.25.fa
SRR17635478.mbin.14	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635478.mbin.14.fa
MG157.sbin.1	861111	GCF_001398875.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG157.sbin.1.fa
MG539.mbin.2	361681	MG267.mbin.14	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG539.mbin.2.fa
MG194.mbin.7	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG194.mbin.7.fa
PV56.mbin.1	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/PV56.mbin.1.fa
MG1057.mbin.29	309546	MG1334.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1057.mbin.29.fa
MG712.mbin.17	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG712.mbin.17.fa
P10709460.mbin.8	136202	P10709701.sbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709460.mbin.8.fa
MG86.mbin.1	105986	MG42.mbin.28	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG86.mbin.1.fa
SAMN00035741.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00035741.sbin.2.fa
MG917.mbin.4	482453	MG368.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG917.mbin.4.fa
MG279.mbin.8	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG279.mbin.8.fa
MG402.sbin.15	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG402.sbin.15.fa
MG382.mbin.16	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG382.mbin.16.fa
MG1331.mbin.29	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1331.mbin.29.fa
SRR17635709.sbin.26	477973	SRR17635709.sbin.26	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635709.sbin.26.fa
MG558.mbin.15	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG558.mbin.15.fa
SRR17635501.mbin.3	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635501.mbin.3.fa
MG1227.mbin.6	403858	GCF_001546555.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1227.mbin.6.fa
ERR10898157.sbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898157.sbin.2.fa
MG90.mbin.7	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG90.mbin.7.fa
SRR21425823.mbin.6	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21425823.mbin.6.fa
SRR17635595.mbin.7	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635595.mbin.7.fa
MG5.sbin.40	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG5.sbin.40.fa
MG495.sbin.4	935817	SRR17635647.mbin.27	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG495.sbin.4.fa
SRR17635465.mbin.7	725549	SRR17635465.mbin.7	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635465.mbin.7.fa
P10710123.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710123.sbin.1.fa
ERR10898219.sbin.1	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898219.sbin.1.fa
SAMN00036443.sbin.4	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00036443.sbin.4.fa
ERR10898274.sbin.4	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898274.sbin.4.fa
SRR13900339.mbin.3	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13900339.mbin.3.fa
MG17.mbin.1	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG17.mbin.1.fa
